name,type,fee,desc,hours,city
"Frankfurt Central Plaza",Landmark,0.00,"One of the most photographed monuments in Frankfurt, featuring stunning design and cultural significance.","9:00 - 20:00",Frankfurt
"Kobe Botanical Gardens",Nature,38.00,"Experience the breathtaking natural beauty of Kobe at this serene location, offering scenic trails and native wildlife.","10:00 - 17:00",Kobe
"Kobe Nature Reserve",Nature,41.00,"Lush green spaces and spectacular panoramic views make this one of Kobe's most cherished outdoor destinations.","8:00 - 17:00",Kobe
"The Great New York Gallery",Museum,18.00,"Discover the fascinating origins of New York through beautifully curated galleries and expert-led tours.","9:00 - 18:00","New York"
"Sapporo Ancient Fort",Historic,0.00,"Centuries of history are embedded in the walls of this famous historical site located right in Sapporo.","10:00 - 20:00",Sapporo
"The Great Edinburgh Aviation Museum",Museum,0.00,"A world-class cultural institution in Edinburgh housing thousands of priceless historical and artistic treasures.","10:00 - 16:00",Edinburgh
"Vancouver Cultural Centre",Museum,43.00,"A world-class cultural institution in Vancouver housing thousands of priceless historical and artistic treasures.","8:00 - 17:00",Vancouver
"Bilbao Aviation Museum",Museum,13.00,"Immerse yourself in Bilbao's history with interactive exhibits, rare artifacts, and captivating storytelling.","9:00 - 20:00",Bilbao
"Nice Tower",Landmark,27.00,"An iconic symbol of Nice's architectural heritage, standing tall as a testament to the region's rich history.","8:00 - 16:00",Nice
"Dresden Bridge",Landmark,33.00,"A masterpiece of engineering and art. No visit to Dresden is complete without seeing this majestic structure.","8:00 - 19:00",Dresden
"The Great Knysna Nature Reserve",Nature,24.00,"A perfectly preserved natural reserve in the heart of Knysna. Ideal for hiking, photography, and escaping the urban bustle.","9:00 - 17:00",Knysna
"Venice Bridge",Landmark,32.00,"A masterpiece of engineering and art. No visit to Venice is complete without seeing this majestic structure.","8:00 - 16:00",Venice
"The Great Oxford National Park",Nature,0.00,"Lush green spaces and spectacular panoramic views make this one of Oxford's most cherished outdoor destinations.","8:00 - 20:00",Oxford
"Tokyo Square",Landmark,0.00,"An iconic symbol of Tokyo's architectural heritage, standing tall as a testament to the region's rich history.","9:00 - 18:00",Tokyo
"The Great Los Angeles Heritage House",Historic,43.00,"Step back in time and walk the ancient grounds where Los Angeles's most defining historical moments took place.","8:00 - 16:00","Los Angeles"
"The Great Bristol Bridge",Landmark,40.00,"An iconic symbol of Bristol's architectural heritage, standing tall as a testament to the region's rich history.","10:00 - 17:00",Bristol
"Ibiza Ancient Fort",Historic,28.00,"Step back in time and walk the ancient grounds where Ibiza's most defining historical moments took place.","9:00 - 17:00",Ibiza
"Kobe Royal Palace",Historic,0.00,"Centuries of history are embedded in the walls of this famous historical site located right in Kobe.","10:00 - 18:00",Kobe
"Brisbane Science Exhibit",Museum,32.00,"Discover the fascinating origins of Brisbane through beautifully curated galleries and expert-led tours.","9:00 - 17:00",Brisbane
"The Great Seattle Monument",Landmark,33.00,"A masterpiece of engineering and art. No visit to Seattle is complete without seeing this majestic structure.","8:00 - 18:00",Seattle
"The Great Nagoya Central Plaza",Landmark,5.00,"An iconic symbol of Nagoya's architectural heritage, standing tall as a testament to the region's rich history.","8:00 - 19:00",Nagoya
"Barcelona Natural History Museum",Museum,0.00,"A world-class cultural institution in Barcelona housing thousands of priceless historical and artistic treasures.","9:00 - 20:00",Barcelona
"The Great Montreal National Park",Nature,29.00,"A perfectly preserved natural reserve in the heart of Montreal. Ideal for hiking, photography, and escaping the urban bustle.","10:00 - 16:00",Montreal
"Sydney Bridge",Landmark,32.00,"One of the most photographed monuments in Sydney, featuring stunning design and cultural significance.","10:00 - 18:00",Sydney
"Tokyo Old Town Hall",Historic,0.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Tokyo.","9:00 - 16:00",Tokyo
"The Great Berlin Tower",Landmark,23.00,"An iconic symbol of Berlin's architectural heritage, standing tall as a testament to the region's rich history.","8:00 - 18:00",Berlin
"The Great Cape Town Wildlife Sanctuary",Nature,0.00,"Experience the breathtaking natural beauty of Cape Town at this serene location, offering scenic trails and native wildlife.","8:00 - 17:00","Cape Town"
"Denver Hillside Park",Nature,40.00,"A perfectly preserved natural reserve in the heart of Denver. Ideal for hiking, photography, and escaping the urban bustle.","9:00 - 17:00",Denver
"The Great Cairns Heritage House",Historic,36.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Cairns.","8:00 - 16:00",Cairns
"The Great Leipzig Cathedral",Historic,19.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Leipzig.","9:00 - 20:00",Leipzig
"The Great Bali Castle Ruins",Historic,29.00,"Step back in time and walk the ancient grounds where Bali's most defining historical moments took place.","8:00 - 19:00",Bali
"The Great Bilbao Observatory",Landmark,0.00,"A masterpiece of engineering and art. No visit to Bilbao is complete without seeing this majestic structure.","10:00 - 18:00",Bilbao
"The Great Rome Old Town Hall",Historic,43.00,"Step back in time and walk the ancient grounds where Rome's most defining historical moments took place.","8:00 - 17:00",Rome
"The Great Florence Nature Reserve",Nature,11.00,"Experience the breathtaking natural beauty of Florence at this serene location, offering scenic trails and native wildlife.","10:00 - 16:00",Florence
"Canberra Nature Reserve",Nature,0.00,"Experience the breathtaking natural beauty of Canberra at this serene location, offering scenic trails and native wildlife.","10:00 - 20:00",Canberra
"Denver Gallery",Museum,28.00,"Immerse yourself in Denver's history with interactive exhibits, rare artifacts, and captivating storytelling.","10:00 - 17:00",Denver
"Tokyo Heritage House",Historic,16.00,"Centuries of history are embedded in the walls of this famous historical site located right in Tokyo.","8:00 - 16:00",Tokyo
"The Great Cairns Aviation Museum",Museum,33.00,"A world-class cultural institution in Cairns housing thousands of priceless historical and artistic treasures.","10:00 - 16:00",Cairns
"Stellenbosch Botanical Gardens",Nature,40.00,"Experience the breathtaking natural beauty of Stellenbosch at this serene location, offering scenic trails and native wildlife.","10:00 - 19:00",Stellenbosch
"Genoa Tower",Landmark,10.00,"One of the most photographed monuments in Genoa, featuring stunning design and cultural significance.","8:00 - 16:00",Genoa
"The Great Montpellier Wildlife Sanctuary",Nature,5.00,"Lush green spaces and spectacular panoramic views make this one of Montpellier's most cherished outdoor destinations.","9:00 - 17:00",Montpellier
"The Great San Francisco Museum of Art",Museum,14.00,"Immerse yourself in San Francisco's history with interactive exhibits, rare artifacts, and captivating storytelling.","9:00 - 19:00","San Francisco"
"The Great Fukuoka Science Exhibit",Museum,0.00,"Discover the fascinating origins of Fukuoka through beautifully curated galleries and expert-led tours.","9:00 - 20:00",Fukuoka
"Bloemfontein Nature Reserve",Nature,36.00,"Experience the breathtaking natural beauty of Bloemfontein at this serene location, offering scenic trails and native wildlife.","10:00 - 17:00",Bloemfontein
"Turin Monument",Landmark,31.00,"A masterpiece of engineering and art. No visit to Turin is complete without seeing this majestic structure.","10:00 - 18:00",Turin
"The Great San Francisco Science Exhibit",Museum,0.00,"A world-class cultural institution in San Francisco housing thousands of priceless historical and artistic treasures.","10:00 - 17:00","San Francisco"
"Florence Ancient Fort",Historic,40.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Florence.","9:00 - 19:00",Florence
"Kobe Nature Reserve",Nature,0.00,"Experience the breathtaking natural beauty of Kobe at this serene location, offering scenic trails and native wildlife.","9:00 - 17:00",Kobe
"The Great Belfast Heritage House",Historic,22.00,"Centuries of history are embedded in the walls of this famous historical site located right in Belfast.","8:00 - 17:00",Belfast
"The Great Turin Castle Ruins",Historic,41.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Turin.","10:00 - 16:00",Turin
"Johannesburg Central Plaza",Landmark,45.00,"An iconic symbol of Johannesburg's architectural heritage, standing tall as a testament to the region's rich history.","8:00 - 20:00",Johannesburg
"Dusseldorf Science Exhibit",Museum,15.00,"A world-class cultural institution in Dusseldorf housing thousands of priceless historical and artistic treasures.","8:00 - 18:00",Dusseldorf
"The Great Toledo Castle Ruins",Historic,23.00,"Step back in time and walk the ancient grounds where Toledo's most defining historical moments took place.","9:00 - 19:00",Toledo
"The Great Dubai Tower",Landmark,15.00,"One of the most photographed monuments in Dubai, featuring stunning design and cultural significance.","8:00 - 18:00",Dubai
"The Great Darwin Observatory",Landmark,38.00,"An iconic symbol of Darwin's architectural heritage, standing tall as a testament to the region's rich history.","8:00 - 18:00",Darwin
"Kimberley Nature Reserve",Nature,0.00,"Lush green spaces and spectacular panoramic views make this one of Kimberley's most cherished outdoor destinations.","9:00 - 20:00",Kimberley
"Florence National Park",Nature,6.00,"A perfectly preserved natural reserve in the heart of Florence. Ideal for hiking, photography, and escaping the urban bustle.","9:00 - 20:00",Florence
"Bilbao Science Exhibit",Museum,30.00,"Immerse yourself in Bilbao's history with interactive exhibits, rare artifacts, and captivating storytelling.","8:00 - 19:00",Bilbao
"The Great Perth Nature Reserve",Nature,0.00,"Experience the breathtaking natural beauty of Perth at this serene location, offering scenic trails and native wildlife.","8:00 - 18:00",Perth
"Barcelona Hillside Park",Nature,19.00,"A perfectly preserved natural reserve in the heart of Barcelona. Ideal for hiking, photography, and escaping the urban bustle.","8:00 - 16:00",Barcelona
"The Great Malaga National Park",Nature,39.00,"A perfectly preserved natural reserve in the heart of Malaga. Ideal for hiking, photography, and escaping the urban bustle.","9:00 - 18:00",Malaga
"Los Angeles Heritage House",Historic,23.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Los Angeles.","8:00 - 18:00","Los Angeles"
"The Great Kobe Natural History Museum",Museum,0.00,"Immerse yourself in Kobe's history with interactive exhibits, rare artifacts, and captivating storytelling.","8:00 - 18:00",Kobe
"Dubai Central Plaza",Landmark,8.00,"An iconic symbol of Dubai's architectural heritage, standing tall as a testament to the region's rich history.","10:00 - 18:00",Dubai
"Sapporo Old Town Hall",Historic,20.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Sapporo.","8:00 - 17:00",Sapporo
"Port Elizabeth National Park",Nature,9.00,"Experience the breathtaking natural beauty of Port Elizabeth at this serene location, offering scenic trails and native wildlife.","10:00 - 17:00","Port Elizabeth"
"Kimberley Wildlife Sanctuary",Nature,0.00,"A perfectly preserved natural reserve in the heart of Kimberley. Ideal for hiking, photography, and escaping the urban bustle.","8:00 - 18:00",Kimberley
